# Redshift, Select Output
0.16319013, Snipshot
0.16275307, Snipshot
0.16231628, Snipshot
0.16187976, Snipshot
0.16144350, Snipshot
0.16100751, Snipshot
0.16057178, Snipshot
0.16013632, Snipshot
0.15970112, Snipshot
0.15926619, Snipshot
0.15883152, Snipshot
0.15839712, Snipshot
0.15796298, Snipshot
0.15752910, Snipshot
0.15709548, Snipshot
0.15666213, Snipshot
0.15622904, Snipshot
0.15579621, Snipshot
0.15536365, Snipshot
0.15493134, Snipshot
0.15449930, Snipshot
0.15406752, Snipshot
0.15363600, Snipshot
0.15320474, Snipshot
0.15277374, Snipshot
0.15234300, Snipshot
0.15191251, Snipshot
0.15148229, Snipshot
0.15105233, Snipshot
0.15062263, Snipshot
0.15019317, Snipshot
0.14976399, Snipshot
0.14933506, Snipshot
0.14890639, Snipshot
0.14847797, Snipshot
0.14804981, Snipshot
0.14762191, Snipshot
0.14719427, Snipshot
0.14676688, Snipshot
0.14633974, Snipshot
0.14591287, Snipshot
0.14548625, Snipshot
0.14505988, Snipshot
0.14463377, Snipshot
0.14420791, Snipshot
0.14378231, Snipshot
0.14335695, Snipshot
0.14293186, Snipshot
0.14250702, Snipshot
0.14208244, Snipshot
0.14165810, Snipshot
0.14123401, Snipshot
0.14081019, Snipshot
0.14038660, Snipshot
0.14000000, Snapshot
0.13996328, Snipshot
0.13954020, Snipshot
0.13911738, Snipshot
0.13869481, Snipshot
0.13827248, Snipshot
0.13785041, Snipshot
0.13742859, Snipshot
0.13700702, Snipshot
0.13658570, Snipshot
0.13616463, Snipshot
0.13574380, Snipshot
0.13532323, Snipshot
0.13490291, Snipshot
0.13448283, Snipshot
0.13406300, Snipshot
0.13364342, Snipshot
0.13322408, Snipshot
0.13280499, Snipshot
0.13238616, Snipshot
0.13196757, Snipshot
0.13154922, Snipshot
0.13113112, Snipshot
0.13071327, Snipshot
0.13029566, Snipshot
0.12987829, Snipshot
0.12946118, Snipshot
0.12904431, Snipshot
0.12862768, Snipshot
0.12821130, Snipshot
0.12779516, Snipshot
0.12737927, Snipshot
0.12696361, Snipshot
0.12654821, Snipshot
0.12613304, Snipshot
0.12571812, Snipshot
0.12530344, Snipshot
0.12488900, Snipshot
0.12447481, Snipshot
0.12406086, Snipshot
0.12364715, Snipshot
0.12323368, Snipshot
0.12282045, Snipshot
0.12240746, Snipshot
0.12199472, Snipshot
0.12158221, Snipshot
0.12116994, Snipshot
0.12075792, Snipshot
0.12034613, Snipshot
0.11993458, Snipshot
0.11952328, Snipshot
0.11911221, Snipshot
0.11870138, Snipshot
0.11829078, Snipshot
0.11788043, Snipshot
0.11747031, Snipshot
0.11706043, Snipshot
0.11665079, Snipshot
0.11624139, Snipshot
0.11583222, Snipshot
0.11542329, Snipshot
0.11501460, Snipshot
0.11460614, Snipshot
0.11419792, Snipshot
0.11378993, Snipshot
0.11338219, Snipshot
0.11297467, Snipshot
0.11256739, Snipshot
0.11216034, Snipshot
0.11175353, Snipshot
0.11134696, Snipshot
0.11094061, Snipshot
0.11053450, Snipshot
0.11012863, Snipshot
0.10972298, Snipshot
0.10931757, Snipshot
0.10891240, Snipshot
0.10850745, Snipshot
0.10810274, Snipshot
0.10769826, Snipshot
0.10729401, Snipshot
0.10689000, Snipshot
0.10648621, Snipshot
0.10608266, Snipshot
0.10567934, Snipshot
0.10527624, Snipshot
0.10487338, Snipshot
0.10447075, Snipshot
0.10406835, Snipshot
0.10366617, Snipshot
0.10326423, Snipshot
0.10286252, Snipshot
0.10246104, Snipshot
0.10205978, Snipshot
0.10165875, Snipshot
0.10125795, Snipshot
0.10085738, Snipshot
0.10045704, Snipshot
0.10005693, Snipshot
0.09965704, Snipshot
0.09925737, Snipshot
0.09885794, Snipshot
0.09845873, Snipshot
0.09805975, Snipshot
0.09766100, Snipshot
0.09726247, Snipshot
0.09686416, Snipshot
0.09646609, Snipshot
0.09606823, Snipshot
0.09567061, Snipshot
0.09527321, Snipshot
0.09487603, Snipshot
0.09447908, Snipshot
0.09408235, Snipshot
0.09368584, Snipshot
0.09328956, Snipshot
0.09289350, Snipshot
0.09249767, Snipshot
0.09210205, Snipshot
0.09170666, Snipshot
0.09131150, Snipshot
0.09091655, Snipshot
0.09052184, Snipshot
0.09012734, Snipshot
0.08973305, Snipshot
0.08933900, Snipshot
0.08894516, Snipshot
0.08855155, Snipshot
0.08815815, Snipshot
0.08776498, Snipshot
0.08737203, Snipshot
0.08697929, Snipshot
0.08658678, Snipshot
0.08619449, Snipshot
0.08580242, Snipshot
0.08541056, Snipshot
0.08501892, Snipshot
0.08462751, Snipshot
0.08423631, Snipshot
0.08384533, Snipshot
0.08345456, Snipshot
0.08306402, Snipshot
0.08267370, Snipshot
0.08228359, Snipshot
0.08189370, Snipshot
0.08150402, Snipshot
0.08111456, Snipshot
0.08072533, Snipshot
0.08033630, Snipshot
0.07994749, Snipshot
0.07955890, Snipshot
0.07917052, Snipshot
0.07878236, Snipshot
0.07839442, Snipshot
0.07800669, Snipshot
0.07761918, Snipshot
0.07723188, Snipshot
0.07684479, Snipshot
0.07645792, Snipshot
0.07607126, Snipshot
0.07568482, Snipshot
0.07529858, Snipshot
0.07491257, Snipshot
0.07452676, Snipshot
0.07414117, Snipshot
0.07375580, Snipshot
0.07337063, Snipshot
0.07298568, Snipshot
0.07260094, Snipshot
0.07221641, Snipshot
0.07183209, Snipshot
0.07144799, Snipshot
0.07106409, Snipshot
0.07068041, Snipshot
0.07029693, Snipshot
0.07000000, Snapshot
0.06991368, Snipshot
0.06953062, Snipshot
0.06914778, Snipshot
0.06876515, Snipshot
0.06838273, Snipshot
0.06800052, Snipshot
0.06761852, Snipshot
0.06723673, Snipshot
0.06685515, Snipshot
0.06647377, Snipshot
0.06609261, Snipshot
0.06571165, Snipshot
0.06533090, Snipshot
0.06495036, Snipshot
0.06457003, Snipshot
0.06418990, Snipshot
0.06380999, Snipshot
0.06343028, Snipshot
0.06305077, Snipshot
0.06267148, Snipshot
0.06229239, Snipshot
0.06191350, Snipshot
0.06153483, Snipshot
0.06115635, Snipshot
0.06077809, Snipshot
0.06040003, Snipshot
0.06002217, Snipshot
0.05964453, Snipshot
0.05926708, Snipshot
0.05888984, Snipshot
0.05851281, Snipshot
0.05813598, Snipshot
0.05775935, Snipshot
0.05738293, Snipshot
0.05700671, Snipshot
0.05663070, Snipshot
0.05625489, Snipshot
0.05587928, Snipshot
0.05550388, Snipshot
0.05512867, Snipshot
0.05475367, Snipshot
0.05437888, Snipshot
0.05400428, Snipshot
0.05362990, Snipshot
0.05325570, Snipshot
0.05288172, Snipshot
0.05250793, Snipshot
0.05213434, Snipshot
0.05176096, Snipshot
0.05138778, Snipshot
0.05101479, Snipshot
0.05064201, Snipshot
0.05026943, Snipshot
0.04989705, Snipshot
0.04952486, Snipshot
0.04915288, Snipshot
0.04878110, Snipshot
0.04840952, Snipshot
0.04803814, Snipshot
0.04766695, Snipshot
0.04729597, Snipshot
0.04692518, Snipshot
0.04655459, Snipshot
0.04618420, Snipshot
0.04581401, Snipshot
0.04544401, Snipshot
0.04507421, Snipshot
0.04470462, Snipshot
0.04433521, Snipshot
0.04396601, Snipshot
0.04359700, Snipshot
0.04322819, Snipshot
0.04285958, Snipshot
0.04249116, Snipshot
0.04212293, Snipshot
0.04175491, Snipshot
0.04138708, Snipshot
0.04101944, Snipshot
0.04065200, Snipshot
0.04028476, Snipshot
0.03991771, Snipshot
0.03955086, Snipshot
0.03918420, Snipshot
0.03881773, Snipshot
0.03845146, Snipshot
0.03808538, Snipshot
0.03771950, Snipshot
0.03735382, Snipshot
0.03698832, Snipshot
0.03662302, Snipshot
0.03625791, Snipshot
0.03589300, Snipshot
0.03552828, Snipshot
0.03516375, Snipshot
0.03479941, Snipshot
0.03443526, Snipshot
0.03407131, Snipshot
0.03370755, Snipshot
0.03334398, Snipshot
0.03298061, Snipshot
0.03261742, Snipshot
0.03225442, Snipshot
0.03189162, Snipshot
0.03152901, Snipshot
0.03116659, Snipshot
0.03080436, Snipshot
0.03044232, Snipshot
0.03008047, Snipshot
0.02971881, Snipshot
0.02935734, Snipshot
0.02899606, Snipshot
0.02863496, Snipshot
0.02827406, Snipshot
0.02791335, Snipshot
0.02755283, Snipshot
0.02719249, Snipshot
0.02683235, Snipshot
0.02647239, Snipshot
0.02611262, Snipshot
0.02575304, Snipshot
0.02539364, Snipshot
0.02503444, Snipshot
0.02467542, Snipshot
0.02431659, Snipshot
0.02395794, Snipshot
0.02359949, Snipshot
0.02324121, Snipshot
0.02288313, Snipshot
0.02252524, Snipshot
0.02216753, Snipshot
0.02181000, Snipshot
0.02145266, Snipshot
0.02109551, Snipshot
0.02073855, Snipshot
0.02038176, Snipshot
0.02002517, Snipshot
0.01966876, Snipshot
0.01931253, Snipshot
0.01895649, Snipshot
0.01860063, Snipshot
0.01824496, Snipshot
0.01788948, Snipshot
0.01753417, Snipshot
0.01717905, Snipshot
0.01682412, Snipshot
0.01646936, Snipshot
0.01611480, Snipshot
0.01576041, Snipshot
0.01540621, Snipshot
0.01505219, Snipshot
0.01469835, Snipshot
0.01434470, Snipshot
0.01399123, Snipshot
0.01363794, Snipshot
0.01328483, Snipshot
0.01293191, Snipshot
0.01257916, Snipshot
0.01222660, Snipshot
0.01187422, Snipshot
0.01152202, Snipshot
0.01117001, Snipshot
0.01081817, Snipshot
0.01046651, Snipshot
0.01011504, Snipshot
0.00976374, Snipshot
0.00941263, Snipshot
0.00906169, Snipshot
0.00871094, Snipshot
0.00836036, Snipshot
0.00800997, Snipshot
0.00765975, Snipshot
0.00730972, Snipshot
0.00695986, Snipshot
0.00661018, Snipshot
0.00626069, Snipshot
0.00591136, Snipshot
0.00556222, Snipshot
0.00521326, Snipshot
0.00486447, Snipshot
0.00451587, Snipshot
0.00416743, Snipshot
0.00381919, Snipshot
0.00347111, Snipshot
0.00312322, Snipshot
0.00277549, Snipshot
0.00242795, Snipshot
0.00208059, Snipshot
0.00173340, Snipshot
0.00138639, Snipshot
0.00103955, Snipshot
0.00069289, Snipshot
0.00034641, Snipshot
0.00000000, Snapshot
